"difficulty","question","metric","dimension","expected_answer"
"L1","What is the POA BILLED for 2024-11?","POA BILLED","N/A","### POA BILLED (2024-11)
**Answer**: USD 3,456,789.12

**Scope / Confidence**
- Includes billing data for 2024-11 (SHIPMENT by default)
- Single-row output (no breakdown by brand or region)
- **Data status**: Month-end closed

**Context (optional)**
- POA BILLED corresponds to the billed revenue for November 2024. Would you like a breakdown by brand or region?

[Follow-up suggestion]
- Would you like a breakdown by brand, region, or product hierarchy?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT
      SUM(total_sales) AS total_sales,
      SUM(total_qty) AS total_qty,
      SUM(total_cost) AS total_cost,
      MAX(updated_date) AS updated_date
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-11'
    AND order_type = 'SHIPMENT';

- **Filters Applied**: year_month = '2024-11'; order_type = 'SHIPMENT'

- **Time Range**: 2024-11 to 2024-11

- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA BILLED Qty for 2024-12?","POA BILLED Qty","N/A","### POA Billed Qty (2024-12)
**Answer**: 12,350 units

**Scope / Confidence**
- Includes POA Billing for all regions and products for the month, filtered to order_type = 'SHIPMENT'
- **Data status**: Month-end closed

**Context (optional)**
- December 2024 billed quantity (shipment only)

Would you like a breakdown by brand, region, or product hierarchy (pbg/pbu) for this period?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_qty) AS total_qty
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-12'
    AND order_type = 'SHIPMENT';
- **Filters Applied**: year_month = '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the POA M/M Growth % for 2024-12?","POA M/M Growth %","N/A","### POA M/M Growth % (2024-12)
**Answer**: USD 4,720,000.00 (MoM: USD 320,000.00 | 7.27%)

**Scope / Confidence**
- Includes all POA bookings (booking total_sales) for 2024-12 vs 2024-11
- **Data status**: Month-end closed

**Context (optional)**
- POA bookings increased MoM by 7.27% in December 2024, driven by stronger demand entering Q1 2025.

[Would you like a breakdown by ru or by brand/product line?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH current AS (
  SELECT SUM(total_sales) AS current_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-12'
),
prior AS (
  SELECT SUM(total_sales) AS prior_sales
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month = '2024-11'
)
SELECT
  c.current_sales,
  p.prior_sales,
  (c.current_sales - p.prior_sales) AS delta_usd,
  ((c.current_sales - p.prior_sales) / NULLIF(p.prior_sales, 0)) * 100 AS growth_pct,
  (SELECT MAX(updated_date) FROM ods.fact_monthly_sales_poa_booking WHERE year_month IN ('2024-12','2024-11')) AS updated_date
FROM
  current c
  CROSS JOIN prior p;

- **Filters Applied**: year_month in ('2024-12', '2024-11')
- **Time Range**: 2024-11 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What was the POA QoQ Growth % for Q2 2024?","POA QoQ Growth %","N/A","### POA QoQ Growth % (Q2 2024)
**Answer**: 33.33% (QoQ: USD 13,000,000.00 | 33.33%)

**Scope / Confidence**
- Includes all POA bookings across all brands and regions for Q2 2024, with Q1 2024 as baseline
- **Data status**: Month-end closed

**Context (optional)**
- QoQ growth computed from bookings data; no breakdown by brand or region included in this view

[Would you like a breakdown by brand or region?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
WITH current_period AS (
  SELECT SUM(total_sales) AS q2_total
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-04','2024-05','2024-06')
),
baseline_period AS (
  SELECT SUM(total_sales) AS q1_total
  FROM ods.fact_monthly_sales_poa_booking
  WHERE year_month IN ('2024-01','2024-02','2024-03')
)
SELECT q2_total, q1_total, (q2_total - q1_total) AS delta, 
       100.0 * (q2_total - q1_total) / NULLIF(q1_total,0) AS growth_pct
FROM current_period CROSS JOIN baseline_period;

- **Filters Applied**: year_month BETWEEN '2024-01' AND '2024-06' (quarterly aggregation for Q1 2024 and Q2 2024)
- **Time Range**: 2024-01 to 2024-06
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the POA Y/Y Growth % for 2024-12?","POA Y/Y Growth %","N/A","### POA (2024-12)
**Answer**: USD 1,250,000.00 (YoY: USD 250,000.00 | 25.00%)

**Scope / Confidence**
- Includes all bookings data for the period 2024-12 across all dimensions (no breakdown)
- **Data status**: Month-end closed

**Context (optional)**
- December 2024 POA bookings rose 25% versus December 2023, adding USD 250k to the year-over-year total.

Would you like a breakdown by region, product hierarchy, or customer segment?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  WITH current_period AS (
      SELECT SUM(total_sales) AS current_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2024-12'
  ),
  baseline_period AS (
      SELECT SUM(total_sales) AS baseline_sales
      FROM ods.fact_monthly_sales_poa_booking
      WHERE year_month = '2023-12'
  )
  SELECT c.current_sales AS current_booking,
         b.baseline_sales AS prior_booking,
         (c.current_sales - b.baseline_sales) AS delta,
         ((c.current_sales - b.baseline_sales) / NULLIF(b.baseline_sales, 0)) * 100 AS growth_pct
  FROM current_period c CROSS JOIN baseline_period b;

- **Filters Applied**: year_month in ('2023-12','2024-12')
- **Time Range**: 2023-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What were the total sales in August 2024?","total_sales","N/A","### Total Sales (2024-08)
**Answer**: USD 9,432,108.56

**Scope / Confidence**
- Includes all brands and regions; billing data for August 2024 (SHIPMENT default)
- **Data status**: Month-end closed

**Context (optional)**
- August 2024 total sales: USD 9.43M

[Would you like a breakdown by brand or region for August 2024?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT SUM(total_sales) AS total_sales
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-08';
```
- **Filters Applied**: year_month = '2024-08'
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the total billed for 2024-08?","Total Billed","N/A","### Billing (2024-08)
**Answer**: USD 1,234,567.89

**Scope / Confidence**
- Includes SHIPMENT billed amounts for all brands and regions
- **Data status**: Month-end closed

**Context (optional)**
- This reflects the billed revenue for shipments in August 2024.

Would you like a breakdown by region or brand?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
  SELECT SUM(total_sales) AS total_billed
  FROM ods.fact_monthly_sales_poa_billing
  WHERE year_month = '2024-08'
    AND order_type = 'SHIPMENT';
- **Filters Applied**: year_month = '2024-08'; order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the total quantity for 2024-12?","Total Qty","N/A","### Total Quantity (2024-12)
**Answer**: 125,430 units

**Scope / Confidence**
- Includes all bookings for 2024-12 (no breakdowns)
- **Data status**: Month-end closed

**Context (optional)**
- The total booking quantity recorded for December 2024 across all bookings.

Would you like a breakdown by brand or region, or a comparison to prior month?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_qty) AS total_qty,
       MAX(updated_date) AS updated_date
FROM ods.fact_monthly_sales_poa_booking
WHERE year_month = '2024-12';
```
- **Filters Applied**: year_month = '2024-12'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_booking
</details>"
"L1","What is the total billed quantity for 2024-12?","TOTAL_BILLED_QTY","N/A","### Total Billed Quantity (2024-12)
**Answer**: 1,235,678 units

**Scope / Confidence**
- Single-row total across all brands and product groups for 2024-12
- **Data status**: Month-end closed

**Context (optional)**
- This reflects billed shipments (SHIPMENT) for December 2024.

[Recommended next step]
Would you like a breakdown by brand or region?

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```sql
SELECT SUM(total_qty) AS total_qty
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-12'
  AND order_type = 'SHIPMENT';
```
- **Filters Applied**: year_month = '2024-12'; order_type = 'SHIPMENT'
- **Time Range**: 2024-12 to 2024-12
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
"L1","What is the total cost for 2024-08?","Total Cost","N/A","### Total Cost (2024-08)
**Answer**: USD 4,582,120.75

**Scope / Confidence**
- Includes all shipment costs for 2024-08 (billing data)
- **Data status**: Month-end closed

**Context (optional)**
- Aggregated cost for August 2024 across all brands and regions.

[Would you like a breakdown by region or brand?]

<details>
<summary>Technical Log</summary>

- **SQL Query**: 
```
SELECT SUM(total_cost) AS total_cost
FROM ods.fact_monthly_sales_poa_billing
WHERE year_month = '2024-08'
  AND order_type = 'SHIPMENT';
```
- **Filters Applied**: year_month = '2024-08'; order_type = 'SHIPMENT'
- **Time Range**: 2024-08 to 2024-08
- **Data Source**: ods.fact_monthly_sales_poa_billing
</details>"
